"","V1","V2","V3","V4","V5","V6"
"229","If you're disappointed by your elected officials, grab a clipboard, get some signatures, and run for office yourself.","But I read what was released, and I think it's a disgrace.","I don't blame the representatives and various presidents, et cetera, of Mexico.","I don't blame the representatives and various presidents, et cetera, of Mexico.","It's very unfair to our country what's happened.","I don't blame them for what's happened."
"230","Show up.","Very important.","Assimilation, an important word.","President Eisenhower.","So important.","President Eisenhower."
"231","Dive in.","No, not you.","Go ahead.","Thank you.","November 8.","November 8."
"232","Stay at it.","Go ahead.","No, not you.","They learned that.","They learned that.","November 8."
"233","Sometimes you'll win.","I've gone through them.","She's done nothing.","Thank you, Phoenix.","She's done nothing.","We're going to remember this evening."
"234","Sometimes you'll lose.","She has seriously bad judgment.","She has seriously bad judgment.","Obamacare is a complete and total disaster.","Obamacare is a complete and total disaster.","Lives ruined."
"235","Presuming a reservoir of goodness in other people, that can be a risk, and there will be times when the process will disappoint you.","And we are going to stop the tens of thousands of people coming in from Syria.","I mean, if you look, this administration created ISIS by leaving at the wrong time.","And even yesterday, when you were watching the news, you saw thousands and thousands of people coming in from Syria.","So the easiest thing would to be to let it implode in '17 and, believe me, we would get pretty much whatever we wanted but it would take a long time.","Instead, I will make individual deals with individual countries."
"236","But for those of us fortunate enough to have been a part of this work and to see it up close, let me tell you, it can energize and inspire.","America first!","History is watching us now.","And across.","I didn't realize Lindsey Graham was still at it.","The man who killed her arrived at the border, entered Federal custody and then was released into the U."
"237","And more often than not, your faith in America, and in Americans, will be confirmed.","We share one heart, one home, and one glorious destiny.","Together we can save American lives, American jobs, and American futures.","Russia will have much greater respect for our country when I'm leading it than when other people have led it.","Together we can save America itself.","Russia will have much greater respect for our country when I'm leading it than when other people have led it."
"238","Mine sure has been.","OK.","But I don't want to do that.","I'm surrounded by bodyguards.","society and their ability to be financially self- sufficient.","OK."
"239","Over the course of these 8 years, I've seen the hopeful faces of young graduates and our newest military officers.","I'd do a very good job.","Watch how good we're going to do together.","In this journey, I'm so lucky to have at my side my wife Melania and my wonderful children, Don, Ivanka, Eric, Tiffany, and Barron: you will always be my greatest source of pride and joy.","Watch how good we're going to do together.","We don't make good deals anymore."
"240","I have mourned with grieving families searching for answers, and found grace in a Charleston church.","Washington flourished, but the people did not share in its wealth.","We're in many, many countries and I'm very proud of it.","Americans want great schools for their children, safe neighborhoods for their families, and good jobs for themselves.","Well, if I could save jobs.","I choose to recite a different pledge."
"241","I've seen our scientists help a paralyzed man regain his sense of touch.","No, she's only talking about families who come here in violation of the law.","No, she's only talking about families who come here in violation of the law.","And if companies want to leave Arizona and if they want to leave other states, there's going to be a lot of trouble for them.","I just don't want to because I think that would be a conflict.","Every day I wake up determined to deliver for the people I have met all across this nation that have been neglected, ignored, and abandoned."
"242","I've seen wounded warriors who at points were given up for dead walk again.","And that's what she's doing, and that's what she's done.","I would be the only one that would be able to do that.","I don't think he'll need it.","Not anymore.","But it's not just Russia."
"243","I've seen our doctors and volunteers rebuild after earthquakes and stop pandemics in their tracks.","So, I have no deals, I have no loans and I have no dealings.","We have the most incompetently worked trade deals ever negotiated probably in the history of the world, and that starts with NAFTA.","And by the way, and by the way, we're going to make great trade deals.","I think I get some credit because I told Reince and Reince did a phenomenal job.","But the facts aren't known because the media won't report on them."
"244","I've seen the youngest of children remind us through their actions and through their generosity of our obligations to care for refugees or work for peace and, above all, to look out for each other.","So we need people that are smart, we need people that are successful and they got successful because, generally speaking, they're smart.","These papers are all just a piece of the many, many companies that are being put into trust to be run by my two sons and I hope at the end of eight years I'll come back and I'll say, Oh, you did a good job.","You will be very, very proud, not only as the media and reporters, but you're going to be very proud of what we put forth having to do with health care.","You will be very, very proud, not only as the media and reporters, but you're going to be very proud of what we put forth having to do with health care.","These papers are all just a piece of the many, many companies that are being put into trust to be run by my two sons and I hope at the end of eight years I'll come back and I'll say, Oh, you did a good job."
"245","So that faith that I placed all those years ago, not far from here, in the power of ordinary Americans to bring about change—that faith has been rewarded in ways I could not have possibly imagined.","It is a two-way street, right?","I can tell you.","Somebody is leaking it out.","So there's a great spirit going on right now, a spirit that many people have told me they've never seen before, ever.","Hard to believe."
"246","And I hope your faith has, too.","God bless you, and good night!","This is your celebration.","Good program.","Egypt was peaceful.","Good program."
"247","Some of you here tonight or watching at home, you were there with us in 2004, in 2008, 2012;","On the fence.","They don't come in here.","Somebody is leaking it out.","Yeah, go ahead.","So there's a great spirit going on right now, a spirit that many people have told me they've never seen before, ever."
"248","maybe you still can't believe we pulled this whole thing off.","It's all fake news.","We're going to Arizona, OK?","I read the information outside of that meeting.","I saw the information.","I don't like the way that looks, but I would be able to do that, if I wanted to."
"249","Let me tell you, you're not the only ones.","And they were gone.","I was in Russia years ago with the Miss Universe contest, which did very well.","And they were gone.","Means so much.","Some states have over 100 percent increase."
"250","Michelle—Michelle LaVaughn Robinson, girl of the South Side, for the past 25 years, you have not only been my wife and mother of my children, you have been my best friend.","Every 4 years, we gather on these steps to carry out the orderly and peaceful transfer of power, and we are grateful to President Obama and First Lady Michelle Obama for their gracious aid throughout this transition.","I've just landed having returned from a very important and special meeting with the President of Mexico, a man I like and respect very much.","I love people of Arizona and together we are going to win the White House in November.","We're in many, many countries and I'm very proud of it.","I’m going to ask all the Angel Moms to come join me on the stage right now."
"251","You took on a role you didn't ask for and you made it your own, with grace and with grit and with style and good humor.","Every 4 years, we gather on these steps to carry out the orderly and peaceful transfer of power, and we are grateful to President Obama and First Lady Michelle Obama for their gracious aid throughout this transition.","And what I'm going to be doing is my two sons, who are right here, Don and Eric, are going to be running the company.","In this cause, I am proud to have at my side the next Vice President of the United States: Governor Mike Pence of Indiana.","You can't do that in any other capacity, but as a president, I could run the Trump Organization — great, great company — and I could run the country.","And what I'm going to be doing is my two sons, who are right here, Don and Eric, are going to be running the company."
"252","You made the White House a place that belongs to everybody.","We share one heart, one home, and one glorious destiny.","I'm asking for your support tonight so that I can be your champion in the White House.","It's time to remember that old wisdom our soldiers will never forget: that whether we are Black or Brown or White, we all bleed the same red blood of patriots, we all enjoy the same glorious freedoms, and we all salute the same great American flag.","community under the policies of the White House Barack Obama and Hillary Clinton.","Together, we will lead our party back to the White House, and we will lead our country back to safety, prosperity, and peace."
"253","And a new generation sets its sights higher because it has you as a role model.","It's waiting to see if we will rise to the occasion, and if we will show the whole world that America is still free and independent and strong.","And now we are looking only to the future.","They'd drop them across, right across, and they'd come back.","We're not dropping them right across.","And, yes, together, we will make America great again."
"254","So you have made me proud.","We will make America proud again.","We're very proud of our country.","We're very proud of our country.","We Will Make America Proud Again.","Russia will respect our country more."
"255","And you have made the country proud.","We're very proud of our country.","We're very proud of our country.","You'll be proud of our country again.","I respect the people of Mexico.","You'll be proud of our country again."
"256","Malia and Sasha, under the strangest of circumstances, you have become two amazing young women.","I’m going to ask all the Angel Moms to come join me on the stage right now.","I’m going to ask all the Angel Moms to come join me on the stage right now.","We will bring the same economic success to America that Mike brought to Indiana, which is amazing.","The state that has a very, very special place in my heart.","And as a Republican, it is so nice to hear you cheering for what I just said."
"257","You are smart, and you are beautiful, but more importantly, you are kind, and you are thoughtful, and you are full of passion.","Well, if I could save jobs.","Now, reports went out last week, oh, Mexico is not going to pay for the wall because of a reimbursement.","They don't know it yet, but they're going to pay for it.","They don't know it yet, but they're going to pay for it.","Putin has no respect for President Obama or Hillary Clinton."
"258","And you wore the burden of years in the spotlight so easily.","Incredible people.","And that's something that Nazi Germany would have done and did do.","We don't want to own it, politically.","We don't want to own it, politically.","I haven't heard Lindsey Graham is going to do that."
"259","Of all that I've done in my life, I am most proud to be your dad.","I love people of Arizona and together we are going to win the White House in November.","We're in many, many countries and I'm very proud of it.","I’m going to ask all the Angel Moms to come join me on the stage right now.","They don't know it yet, but they're going to pay for it.","I’m going to ask all the Angel Moms to come join me on the stage right now."
"260","To Joe Biden, the scrappy kid from Scranton who became Delaware's favorite son, you were the first decision I made as a nominee, and it was the best.","And what I'm going to be doing is my two sons, who are right here, Don and Eric, are going to be running the company.","November 8.","Their voice has been taken away.","November 8.","And what I'm going to be doing is my two sons, who are right here, Don and Eric, are going to be running the company."
"261","Not just because you have been a great Vice President, but because in the bargain, I gained a brother.","In this cause, I am proud to have at my side the next Vice President of the United States: Governor Mike Pence of Indiana.","This is such an important state.","The establishment protected itself, but not the citizens of our country.","It's failed them at every level.","They are going to be running it in a very professional manner."
"262","And we love you and Jill like family, and your friendship has been one of the great joys of our lives.","I am going to ask -- these are really special people that I've gotten to know.","It's our right, as a sovereign nation to chose immigrants that we think are the likeliest to thrive and flourish and love us.","But to this Administration, their amazing daughter was just one more American life that wasn't worth protecting.","The state that has a very, very special place in my heart.","The state that has a very, very special place in my heart."
"263","To my remarkable staff: For 8 years—and for some of you, a whole lot more—I have drawn from your energy, and every day I tried to reflect back what you displayed: heart and character and idealism.","I really — I'm going to work very hard on that we need certain amounts of other things, including a little bit of luck, but I think we're going to do a real job, and I'm very proud of what we've done, and we haven't even gotten there yet.","She's going to do nothing.","And Hillary Clinton is going to do nothing for the African- American worker, the Latino worker.","He was a guy most comfortable in the company of bricklayers, carpenters, and electricians and I have a lot of that in me also.","To ensure assimilation we want to ensure that it works."
"264","I've watched you grow up, get married, have kids, start incredible new journeys of your own.","I say it all the time in speeches.","I look very much forward to the inauguration, it's going to be a beautiful event.","I've been promising that for a long time, and it's something I feel very, very strongly.","I look very much forward to the inauguration, it's going to be a beautiful event.","I would then say who is going to pay for the wall?"
"265","Even when times got tough and frustrating, you never let Washington get the better of you.","Well, I'm not releasing the tax returns, because as you know, they're under audit.","Well, I'm not releasing the tax returns, because as you know, they're under audit.","So sad.","But those were — that was a tough one because they announced a year and a half before that they were leaving.","I saw the information."
"266","You guarded against cynicism.","It's very important.","It's very important.","That's the real number.","That's the real number.","At the center of this movement is a crucial conviction: that a nation exists to serve its citizens."
"267","And the only thing that makes me prouder than all the good that we've done is the thought of all the amazing things that you are going to achieve from here.","We're in many, many countries and I'm very proud of it.","I really — I'm going to work very hard on that we need certain amounts of other things, including a little bit of luck, but I think we're going to do a real job, and I'm very proud of what we've done, and we haven't even gotten there yet.","It is time to show the whole world that America Is Back – bigger, and better and stronger than ever before.","There, he ended the life of an innocent young girl named Sarah Root.","We can accomplish these great things, and so much else – all we need to do is start believing in ourselves and in our country again."
"268","And to all of you out there—every organizer who moved to an unfamiliar town, every kind family who welcomed them in, every volunteer who knocked on doors, every young person who cast a ballot for the first time, every American who lived and breathed the hard work of change—you are the best supporters and organizers anybody could ever hope for, and I will be forever grateful.","We can accomplish these great things, and so much else – all we need to do is start believing in ourselves and in our country again.","So we need people that are smart, we need people that are successful and they got successful because, generally speaking, they're smart.","So we need people that are smart, we need people that are successful and they got successful because, generally speaking, they're smart.","An ideological certification to make sure that those we are admitting to our country share our values and love our people.","We're in many, many countries and I'm very proud of it."
"269","Because you did change the world.","Our government has no idea.","Our government has no idea.","But my greatest compassion will be for our own struggling citizens.","The most basic duty of government is to defend the lives of its own citizens.","I've been hearing it."
"270","You did.","Go ahead.","OK.","Go ahead.","We're not dropping them right across.","Go ahead."
"271","And that's why I leave this stage tonight even more optimistic about this country than when we started.","When I leave our country — I'm a very high-profile person, would you say?","When I leave our country — I'm a very high-profile person, would you say?","Our citizens.","My Dad, Fred Trump, was the smartest and hardest working man I ever knew.","It belongs to everyone gathered here today and everyone watching all across America."
"272","Because I know our work has not only helped so many Americans, it has inspired so many Americans, especially so many young people out there, to believe that you can make a difference, to hitch your wagon to something bigger than yourselves.","They own it right now.","Remember: All of the people telling you that you can't have the country you want, are the same people that wouldn't stand -- I mean, they said Trump doesn't have a chance of being here tonight.","We can accomplish these great things, and so much else – all we need to do is start believing in ourselves and in our country again.","And Hillary Clinton is going to do nothing for the African- American worker, the Latino worker.","I am going to ask -- these are really special people that I've gotten to know."
"273","Let me tell you, this generation coming up—unselfish, altruistic, creative, patriotic—I've seen you in every corner of the country.","Thank you.","We can accomplish these great things, and so much else – all we need to do is start believing in ourselves and in our country again.","They live with these people.","Instead, we must choose to Believe In America.","I have many people from Mexico working for me."
"274","You believe in a fair and just and inclusive America.","And across.","I saw the information.","They'd drop them across, right across, and they'd come back.","Yeah, go ahead.","They'd drop them across, right across, and they'd come back."
"275","You know that constant change has been America's hallmark;","But the police and law enforcement, they know who these people are.","But the police and law enforcement, they know who these people are.","But to fix our immigration system, we must change our leadership in Washington and we must change it quickly.","How great are our police?","Today, on a very complicated and very difficult subject, you will get the truth."
"276","that it's not something to fear but something to embrace.","She is trigger-happy and unstable when it comes to war.","We don't want to put up the money.","She is trigger-happy and unstable when it comes to war.","And number one, I hope you're going to be good anyway.","Watch how good we're going to do together."
"277","You are willing to carry this hard work of democracy forward.","You've been waiting.","And do you notice, she doesn't answer.","They're going out fast.","They're going out fast.","Come on in, anybody."
"278","You'll soon outnumber all of us, and I believe as a result the future is in good hands.","There, he ended the life of an innocent young girl named Sarah Root.","I have a different vision for our workers.","We're in many, many countries and I'm very proud of it.","Tonight, I will share with you my plan of action for America.","We will follow two simple rules: Buy American and hire American."
"279","My fellow Americans, it has been the honor of my life to serve you.","Well, I don't recommend reforms.","That's the real number.","That's the real number.","It can be fixed quickly.","To choose immigrants based on merit."
"280","I won't stop.","Let me just say what I do.","I am extremely careful.","I am extremely careful.","We take anybody.","There will be consequences."
"281","In fact, I will be right there with you, as a citizen, for all my remaining days.","Day one, my first hour in office, those people are gone.","Day one, my first hour in office, those people are gone.","What that could have meant?","And what I'm going to be doing is my two sons, who are right here, Don and Eric, are going to be running the company.","And almost 4,000 have been killed in the Chicago area since he took office."
"282","But for now, whether you are young or whether you're young at heart, I do have one final ask of you as your President, the same thing I asked when you took a chance on me 8 years ago.","It belongs to everyone gathered here today and everyone watching all across America.","These are amazing women.","Day one, my first hour in office, those people are gone.","Day one, my first hour in office, those people are gone.","I was in Russia years ago with the Miss Universe contest, which did very well."
"283","I'm asking you to believe.","These are amazing women.","It belongs to everyone gathered here today and everyone watching all across America.","These are amazing women.","She's done nothing.","That's what it is."
"284","Not in my ability to bring about change, but in yours.","That is why Hillary Clinton's message is that things will never change|","We will be fair, just, and compassionate to all, but our greatest compassion must be for our American citizens.","And at a reasonable cost, which you never hear from the government.","My message is that things have to change – and they have to change right now.","But my greatest compassion will be for our own struggling citizens."
"285","I am asking you to hold fast to that faith written into our founding documents;","Together, we will lead our party back to the White House, and we will lead our country back to safety, prosperity, and peace.","We share one heart, one home, and one glorious destiny.","It's time to remember that old wisdom our soldiers will never forget: that whether we are Black or Brown or White, we all bleed the same red blood of patriots, we all enjoy the same glorious freedoms, and we all salute the same great American flag.","We will have a peace dividend to spend on rebuilding America, beginning with our American inner cities.","We will bring the same economic success to America that Mike brought to Indiana, which is amazing."
"286","that idea whispered by slaves and abolitionists;","Remember that.","Remember that.","You will see that.","There will be consequence.","Their victories have not been your victories;"
"287","that spirit sung by immigrants and homesteaders and those who marched for justice;","To all those who have served this nation, I say: I will never let you down.","To all those who have served this nation, I say: I will never let you down.","Let me tell you who it does not serve.","Let me tell you who it does not serve.","When America is united, America is totally unstoppable."
"288","that creed reaffirmed by those who planted flags from foreign battlefields to the surface of the Moon;","We will make America wealthy again.","History is watching us now.","Join me in this mission, we're going to make America great again.","Go ahead.","We will not fail."
"289","a creed at the core of every American whose story is not yet written: Yes, we can.","And across.","Join me in this mission, we're going to make America great again.","We will make America wealthy again.","History is watching us now.","America first!"
"290","Yes, we did.","This is your day.","We, assembled here today, are issuing a new decree to be heard in every city, in every foreign capital, and in every hall of power.","Join me in this mission, we're going to make America great again.","And, yes, together, we will make America great again.","We will make America wealthy again."
"291","Yes, we can.","Go ahead.","Go ahead.","Go ahead.","Join me in this mission, we're going to make America great again.","We're not dropping them right across."
"292","Thank you.","Thank you.","Thank you.","Go ahead.","Go ahead.","I'm surrounded by bodyguards."
"293","God bless you.","God bless you.","God bless you.","God bless you, everybody.","God bless you, everybody.","God bless you, and God bless America."
"294","May God continue to bless the United States of America.","God bless you, and God bless America.","God bless you, everybody.","God bless you, everybody.","God bless you.","God bless you."
